feature,near_miss_group,m5_invalidation_quality_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,post_break_hold_bucket,retest_quality_bucket,m5_corrective_exhaustion_bucket,m15_wave2_completion_quality_bucket,m15_wave2_depth_bucket,target_room_bucket,sma75_granville_quality_bucket,entry_pattern,symbol,direction,session_label
entry_pattern,A_required_light_pass,,5,2,0.4,4.199999999999999,36.92,-32.72,1.128361858190709,0.3220000000000001,0.06440000000000003,1.222084281674598,17.25,0.1725,0.24347826086956517,0,0.0,1,0.2,4,0.8,0.65442,0.42767999999999995,0.6,0.4,0.2,0.2,0.0,,,,,,,,head_and_shoulders,,,
entry_pattern,A_required_light_pass,,3,1,0.3333333333333333,17.73,29.17,-11.440000000000001,2.5498251748251746,0.7974000000000001,0.26580000000000004,2.5755779490219326,11.440000000000001,0.1144,1.5498251748251748,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.5026333333333334,0.3839666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,,,,,,,,inverse_head_and_shoulders,,,
entry_pattern,C_reject_loser_or_no_mfe1,,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0,,,,,,,,bos_up,,,
entry_pattern,C_reject_loser_or_no_mfe1,,20,1,0.05,-199.91,5.05,-204.95999999999995,0.024638953942232637,-8.941299999999998,-0.44706499999999993,0.024067323015128032,199.91,1.9990999999999999,-1.0,0,0.0,0,0.0,20,1.0,0.32211500000000004,0.5956999999999999,0.3,0.05,0.0,0.0,0.0,,,,,,,,double_bottom,,,
entry_pattern,C_reject_loser_or_no_mfe1,,45,1,0.022222222222222223,-658.4400000000003,6.81,-665.2500000000002,0.010236753100338215,-28.585600000000003,-0.6352355555555557,0.010919961800894079,665.2500000000002,6.6525000000000025,-0.9897632468996619,14,0.3111111111111111,0,0.0,31,0.6888888888888889,0.5604622222222223,0.726191111111111,0.5333333333333333,0.24444444444444444,0.13333333333333333,0.0,0.0,,,,,,,,double_top,,,
entry_pattern,C_reject_loser_or_no_mfe1,,43,3,0.06976744186046512,-357.36,31.349999999999998,-388.7100000000001,0.0806513853515474,-16.0597,-0.3734813953488372,0.07825772533174159,357.36,3.5736000000000003,-1.0,2,0.046511627906976744,0,0.0,41,0.9534883720930233,0.5013883720930232,0.4864581395348837,0.46511627906976744,0.20930232558139536,0.09302325581395349,0.0,0.0,,,,,,,,head_and_shoulders,,,
entry_pattern,C_reject_loser_or_no_mfe1,,38,2,0.05263157894736842,-338.08000000000004,4.62,-342.70000000000005,0.013481178873650421,-14.999399999999998,-0.3947210526315789,0.01300256629597947,338.08000000000004,3.3808000000000007,-1.0,0,0.0,0,0.0,38,1.0,0.35732631578947366,0.5341026315789474,0.2894736842105263,0.10526315789473684,0.05263157894736842,0.0,0.0,,,,,,,,inverse_head_and_shoulders,,,
symbol,A_required_light_pass,,2,0,0.0,-19.880000000000003,0,-19.880000000000003,0.0,-0.8891,-0.44455,0.0,19.880000000000003,0.19880000000000003,-1.0,0,0.0,0,0.0,2,1.0,0.18685000000000002,0.636,0.0,0.0,0.0,0.0,0.0,,,,,,,,,EURJPY,,
symbol,A_required_light_pass,,2,1,0.5,-8.239999999999998,13.09,-21.33,0.6136896390060947,-0.377,-0.1885,0.623,21.33,0.2133,-0.38631036099390526,1,0.5,0,0.0,1,0.5,0.6700499999999999,0.6073500000000001,0.5,0.5,0.5,0.0,0.0,,,,,,,,,EURUSD,,
symbol,A_required_light_pass,,3,1,0.3333333333333333,-5.179999999999999,8.97,-14.149999999999999,0.633922261484099,-0.15589999999999998,-0.05196666666666666,0.7493972030220222,9.37,0.09369999999999999,-0.5528281750266808,0,0.0,0,0.0,3,1.0,0.35780000000000006,0.39753333333333335,0.3333333333333333,0.0,0.0,0.0,0.0,,,,,,,,,GBPJPY,,
symbol,A_required_light_pass,,9,6,0.6666666666666666,145.05,178.54000000000002,-33.49,5.331143624962675,6.4030000000000005,0.7114444444444445,5.426852876106194,20.490000000000002,0.2049,7.0790629575402635,0,0.0,6,0.6666666666666666,3,0.3333333333333333,1.0541888888888888,0.4827666666666667,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.0,,,,,,,,,USDJPY,,
