event_id,symbol,direction,detection_time_msc,processing_time_msc,decision_delay_ms,burst_start_time_msc,burst_end_time_msc,burst_range,move_250ms,move_500ms,move_1000ms,move_2000ms,percentile_threshold,robust_z,efficiency,tick_count,tick_intensity_ratio,spread,spread_median,move_spread_ratio,max_retracement_pct,pullback_time_msc,reacceleration_time_msc,m15_trend,h1_trend,htf_alignment,session,news_label,continuation_eligible,continuation_result_r,reversal_eligible,reversal_result_r,price_5s,mfe_5s,mae_5s,price_10s,mfe_10s,mae_10s,price_20s,mfe_20s,mae_20s,price_30s,mfe_30s,mae_30s,price_60s,mfe_60s,mae_60s,price_120s,mfe_120s,mae_120s,stress_d0_s100_r,stress_d0_s125_r,stress_d0_s150_r,stress_d100_s100_r,stress_d100_s125_r,stress_d100_s150_r,stress_d250_s100_r,stress_d250_s125_r,stress_d250_s150_r,stress_d500_s100_r,stress_d500_s125_r,stress_d500_s150_r,final_event_status,skip_reason
"stage4_202503_full_event_final_GBPUSD_1741793402942_38","GBPUSD","LONG","1741793402942","1741793403200","258","1741793401942","1741793404936","0.00428000","0.00010000","0.00405500","0.00405500","0.00406500","0.00010005","546.33752","0.99754","3","1.50000","0.00024000","0.00020333","16.89583","33.528","1741793408357","0","UP","UP","BOTH_ALIGNED","OVERLAP","UNAVAILABLE","false","","false","","1.29843000","0.00428000","0.00000000","1.29770000","0.00428000","0.00000000","1.29865000","0.00428000","0.00000000","1.29852500","0.00428000","0.00000000","1.29763500","0.00428000","0.00000000","1.29688500","0.00428000","0.00000000","","","","","","","","","","","","","EXPIRED","no_reacceleration"
"stage4_202503_full_event_final_USDJPY_1741793402972_39","USDJPY","SHORT","1741793402972","1741793403200","228","1741793401972","1741793403451","0.71400000","0.07550000","0.71400000","0.71400000","0.71600000","0.01550000","962.49831","0.98892","3","1.50000","0.01800000","0.02033333","39.66667","31.933","1741793405687","0","UP","UP","CONFLICT","OVERLAP","UNAVAILABLE","false","","false","","148.29800000","0.71400000","0.00000000","148.33250000","0.71400000","0.00000000","148.24800000","0.71400000","0.00000000","148.30300000","0.71400000","0.00000000","148.45300000","0.71400000","0.00000000","148.56250000","0.71400000","0.00000000","","","","","","","","","","","","","EXPIRED","no_reacceleration"
"stage4_202503_full_event_final_USDJPY_1741793484291_40","USDJPY","SHORT","1741793484291","1741793484292","1","1741793483291","1741793485422","0.09300000","0.01450000","0.01450000","0.06800000","0.04600000","0.05308750","91.05625","0.89474","4","2.00000","0.01600000","0.02266667","4.25000","53.763","1741793485624","0","UP","UP","CONFLICT","OVERLAP","UNAVAILABLE","false","","true","-1.000000","148.55500000","0.09300000","0.00000000","148.48700000","0.12500000","0.00000000","148.46850000","0.18500000","0.00000000","148.54700000","0.18500000","0.00000000","148.50800000","0.18500000","0.00000000","148.41050000","0.21550000","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_EURUSD_1741798348461_41","EURUSD","LONG","1741798348461","1741798348461","0","1741798347461","1741798349213","0.00095000","0.00010000","0.00030000","0.00081000","0.00082000","0.00010405","53.95926","1.00000","4","2.00000","0.00018000","0.00018000","4.50000","73.684","0","0","DOWN","NEUTRAL","CONFLICT","OVERLAP","UNAVAILABLE","false","","true","0.298969","1.08838500","0.00095000","0.00012500","1.08847500","0.00095000","0.00013000","1.08826000","0.00095000","0.00028000","1.08823000","0.00095000","0.00038500","1.08843500","0.00095000","0.00038500","1.08818000","0.00095000","0.00039000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDJPY_1741879805014_42","USDJPY","LONG","1741879805014","1741879805273","259","1741879804014","1741879806207","0.15550000","0.06600000","0.06600000","0.10500000","0.08200000","0.01100000","140.96857","1.00000","5","2.50000","0.02000000","0.01850000","5.25000","54.662","1741879806447","0","NEUTRAL","NEUTRAL","NEUTRAL","OVERLAP","UNAVAILABLE","false","","true","-0.459184","147.95700000","0.15550000","0.00000000","147.93750000","0.15550000","0.00000000","147.91200000","0.15550000","0.00000000","147.85300000","0.15550000","0.01550000","147.88300000","0.15550000","0.03800000","147.96100000","0.15550000","0.03800000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDJPY_1742225409707_43","USDJPY","LONG","1742225409707","1742225409786","79","1742225408707","1742225411529","0.19050000","0.03100000","0.03100000","0.13800000","0.12200000","0.05812000","185.48496","0.84146","4","2.00000","0.02400000","0.01850000","5.75000","7.874","0","0","DOWN","NEUTRAL","CONFLICT","OVERLAP","UNAVAILABLE","false","","false","","148.76100000","0.32150000","0.00000000","148.69550000","0.32150000","0.00000000","148.79850000","0.32950000","0.00000000","148.70100000","0.33850000","0.00000000","148.54100000","0.33850000","0.00000000","148.66150000","0.33850000","0.00000000","","","","","","","","","","","","","EXPIRED","pullback_too_shallow"
"stage4_202503_full_event_final_USDJPY_1742377767720_44","USDJPY","SHORT","1742377767720","1742377768420","700","1742377766720","1742377768664","0.09850000","0.01500000","0.03000000","0.08900000","0.08850000","0.03111750","119.38486","0.76724","5","2.50000","0.01700000","0.01900000","5.23529","15.228","1742377768869","1742377769337","UP","UP","CONFLICT","LONDON","UNAVAILABLE","false","-1.000000","false","","149.67950000","0.12900000","0.00000000","149.70450000","0.12900000","0.00350000","149.70850000","0.12900000","0.02700000","149.69500000","0.12900000","0.02700000","149.71150000","0.12900000","0.02750000","149.78150000","0.12900000","0.07400000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","EXECUTION_FILTERED","cost_too_large_vs_risk"
"stage4_202503_full_event_final_USDCAD_1742497473857_45","USDCAD","SHORT","1742497473857","1742497474023","166","1742497472857","1742497474342","0.00111500","0.00009000","0.00111000","0.00111500","0.00113000","0.00008500","149.73695","1.00000","3","1.50000","0.00021000","0.00026333","5.30952","103.587","1742497475212","0","NEUTRAL","NEUTRAL","NEUTRAL","NEW_YORK","UNAVAILABLE","false","","true","-0.161616","1.43264500","0.00111500","0.00004000","1.43280500","0.00111500","0.00004000","1.43284500","0.00111500","0.00004000","1.43265000","0.00111500","0.00004000","1.43273500","0.00111500","0.00004000","1.43273500","0.00111500","0.00004000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_EURUSD_1742814900486_46","EURUSD","LONG","1742814900486","1742814900486","0","1742814899486","1742814901305","0.00107000","0.00100000","0.00101000","0.00101000","0.00101000","0.00007500","67.44908","0.99020","5","2.50000","0.00020000","0.00018000","5.05000","39.252","1742814902334","0","UP","NEUTRAL","M15_ONLY","LONDON","UNAVAILABLE","false","","false","","1.08465500","0.00107000","0.00000000","1.08470500","0.00107000","0.00000000","1.08480000","0.00107000","0.00000000","1.08478000","0.00107000","0.00000000","1.08478000","0.00107000","0.00000000","1.08460000","0.00107000","0.00000000","","","","","","","","","","","","","EXPIRED","no_reacceleration"
"stage4_202503_full_event_final_USDJPY_1742834700208_47","USDJPY","LONG","1742834700208","1742834700366","158","1742834699208","1742834701406","0.12150000","0.06800000","0.06800000","0.06950000","0.07300000","0.01009250","93.07972","0.86335","3","1.50000","0.01500000","0.01950000","4.63333","15.638","1742834709897","0","UP","UP","BOTH_ALIGNED","OVERLAP","UNAVAILABLE","false","","false","","149.89300000","0.12750000","0.00000000","149.89350000","0.12750000","0.00000000","149.87200000","0.12750000","0.00000000","149.95300000","0.16950000","0.00000000","149.96350000","0.18250000","0.00000000","149.98900000","0.21450000","0.00000000","","","","","","","","","","","","","EXPIRED","no_reacceleration"
