open_time,close_time,symbol,direction,volume,open_price,close_price,open_deal,close_deal,commission,swap,profit,net_profit,close_balance,close_comment,holding_minutes,open_bar_m5,close_bar_m5,period,from_date,to_date,context,variant,scenario,series_name,run,prefix,trade_index,time,event,entry_price,sl,tp,result_R,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name,month,hour,pullback_depth_band,entry_distance_band
2025.08.13 08:25:00,2025.08.13 08:45:38,XAUUSD,SHORT,0.19,3349.85,3345.85,14,15,0.0,0.0,76.0,76.0,10131.48,tp 3345.89,20.63,2025.08.13 08:25:00,2025.08.13 08:45:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_A_current_regime_all_5m,7,2025.08.13 08:24:59,order_sent,3349.85,3352.49,3345.89,1.5152,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,3342.67,3354.30,3345.58,3354.48,LL_LH,4,-4.33,7.21,PERIOD_M15,3354.30,3342.67,3352.31,82.89,3.03,5,false,3352.31,2.06,21.15,PERIOD_M5,3349.90,3349.76,1,0.08,9.0,early,75.00,2.21,2.64,1.50,0.1509,,,true,,true,,70.00,true,1.48,4,1.13,unclear,,0,1,0.08,21.15,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,08,75-90,2.00-3.00ATR
2025.08.13 08:50:00,2025.08.13 09:05:17,XAUUSD,SHORT,0.09,3346.71,3352.27,16,17,0.0,0.0,-50.04,-50.04,10081.44,sl 3352.23,15.28,2025.08.13 08:50:00,2025.08.13 09:05:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_A_current_regime_all_5m,8,2025.08.13 08:49:59,order_sent,3346.71,3352.23,3338.43,-1.0072,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,3342.67,3354.30,3345.58,3354.48,LL_LH,4,-4.33,7.21,PERIOD_M15,3354.30,3342.67,3352.05,80.65,2.97,3,false,3352.05,3.79,45.92,PERIOD_M5,3348.50,3346.03,1,0.48,68.0,acceptable,100.00,3.91,5.52,1.50,0.1276,,,true,,true,,70.00,true,3.49,3,0.60,unclear,,0,1,0.48,45.92,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,08,75-90,3.00ATR+
2025.08.14 23:10:00,2025.08.15 06:14:16,XAUUSD,SHORT,0.11,3336.63,3341.2,18,19,0.0,2.81,-47.46,-47.46,10033.98,sl 3341.19,424.27,2025.08.14 23:10:00,2025.08.15 06:10:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_A_current_regime_all_5m,9,2025.08.14 23:09:59,order_sent,3336.63,3341.19,3329.79,-1.0022,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,3329.82,3366.42,3341.55,3374.74,LL_LH,13,-0.80,9.79,PERIOD_M15,3366.42,3329.82,3340.99,30.52,4.46,3,false,3340.99,3.77,11.91,PERIOD_M5,3337.94,3337.06,1,0.37,43.0,acceptable,100.00,3.94,4.56,1.50,0.1728,,,true,,true,,70.00,true,1.81,6,0.36,unclear,,0,1,0.37,11.91,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,23,25-38.2,3.00ATR+
2025.08.21 10:20:00,2025.08.21 13:39:41,XAUUSD,LONG,0.14,3337.63,3333.93,20,21,0.0,0.0,-51.8,-51.8,9982.18,sl 3334.07,199.68,2025.08.21 10:20:00,2025.08.21 13:35:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_A_current_regime_all_5m,10,2025.08.21 10:19:59,order_sent,3337.63,3334.07,3342.97,-1.0393,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3320.90,3352.22,3311.52,3350.18,HH_HL,22,0.53,4.20,PERIOD_M15,3320.90,3352.22,3334.26,57.34,7.86,4,false,3334.26,2.10,10.76,PERIOD_M5,3337.93,3338.65,1,0.64,102.0,unclear,100.00,2.22,3.56,1.50,0.1184,,,true,,true,,35.00,false,1.27,2,0.68,unclear,,0,1,0.64,10.76,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,10,50-61.8,2.00-3.00ATR
2025.08.25 14:40:00,2025.08.25 15:56:43,XAUUSD,LONG,0.1,3369.71,3364.82,22,23,0.0,0.0,-48.9,-48.9,9933.28,sl 3364.91,76.72,2025.08.25 14:40:00,2025.08.25 15:55:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_A_current_regime_all_5m,11,2025.08.25 14:39:59,order_sent,3369.71,3364.91,3376.91,-1.0187,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3363.06,3369.80,3359.76,3368.04,HH_HL,6,2.69,4.67,PERIOD_M15,3363.06,3369.80,3365.10,69.73,2.15,5,false,3365.10,3.17,68.40,PERIOD_M5,3368.32,3369.51,1,0.14,20.0,early,100.00,3.30,4.80,1.50,0.1305,,,true,,true,,20.00,false,1.16,2,0.03,unclear,,0,1,0.14,68.40,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,14,61.8-75,3.00ATR+
2025.08.26 10:55:00,2025.08.26 12:35:03,XAUUSD,LONG,0.11,3376.71,3372.2,24,25,0.0,0.0,-49.61,-49.61,9883.67,sl 3372.23,100.05,2025.08.26 10:55:00,2025.08.26 12:35:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_A_current_regime_all_5m,12,2025.08.26 10:54:59,order_sent,3376.71,3372.23,3383.43,-1.0067,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3369.84,3386.43,3351.30,3376.25,HH_HL,7,3.85,8.02,PERIOD_M15,3369.84,3386.43,3372.43,84.39,3.62,6,false,3372.43,1.59,25.80,PERIOD_M5,3377.68,3377.70,1,0.37,99.0,acceptable,75.00,1.67,4.48,1.50,0.0745,,,true,,true,,70.00,true,1.46,6,0.90,unclear,,0,1,0.37,25.80,0.00,0.00,unclear,mixed_audit_conditions,DowFractal_ThirdWave_Regime,2025-08,10,75-90,1.50-2.00ATR
2025.08.28 17:00:00,2025.08.28 17:20:57,USDJPY,SHORT,0.8,147.086,146.946,26,27,0.0,0.0,76.22,76.22,9959.89,tp 146.951,20.95,2025.08.28 17:00:00,2025.08.28 17:20:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_A_current_regime_all_5m,13,2025.08.28 16:59:59,order_sent,147.086,147.176,146.951,1.5556,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,146.993,147.395,147.071,147.474,LL_LH,7,-0.058,0.206,PERIOD_M15,147.395,146.993,147.161,41.79,1.23,15,false,147.161,0.77,18.66,PERIOD_M5,147.093,147.051,1,0.36,35.0,acceptable,75.00,0.93,0.090,1.50,0.1549,,,true,,true,,70.00,true,1.36,3,0.69,unclear,,0,1,0.36,18.66,0.00,0.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_Regime,2025-08,17,38.2-50,0.75-1.00ATR
2025.08.01 01:05:00,2025.08.01 01:46:23,XAUUSD,SHORT,0.14,3291.52,3295.04,2,3,0.0,0.0,-49.28,-49.28,9950.72,sl 3295.01,41.38,2025.08.01 01:05:00,2025.08.01 01:45:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_08_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_B_v2_audit_filtered_all_5m,1,2025.08.01 01:04:59,order_sent,3291.52,3295.01,3286.29,-1.0086,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,9,-2.94,8.58,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,5,false,3294.83,2.26,15.44,PERIOD_M5,3290.72,3290.25,1,0.87,127.0,unclear,75.00,2.39,3.49,1.50,0.1231,,,true,,true,,0.00,false,1.05,1,1.13,unclear,,0,1,0.87,15.44,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-08,01,18-25,2.00-3.00ATR
2025.08.01 02:15:00,2025.08.01 04:52:01,XAUUSD,SHORT,0.11,3290.59,3283.73,4,5,0.0,0.0,75.46,75.46,10026.18,tp 3283.95,157.02,2025.08.01 02:15:00,2025.08.01 04:50:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_08_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_B_v2_audit_filtered_all_5m,2,2025.08.01 02:14:59,order_sent,3290.59,3295.02,3283.95,1.5485,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,9,false,3294.83,2.89,19.78,PERIOD_M5,3292.79,3292.32,1,1.18,173.0,late,75.00,3.02,4.43,1.50,0.1294,,,true,,true,,35.00,false,1.62,2,0.97,unclear,,0,1,1.18,19.78,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-08,02,18-25,2.00-3.00ATR
2025.08.04 11:25:00,2025.08.04 15:05:10,XAUUSD,LONG,0.06,3359.42,3371.26,6,7,0.0,0.0,71.04,71.04,10097.22,tp 3371.26,220.17,2025.08.04 11:25:00,2025.08.04 15:05:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_08_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_B_v2_audit_filtered_all_5m,3,2025.08.04 11:24:59,order_sent,3359.42,3351.53,3371.26,1.5006,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3345.06,3369.04,3340.52,3355.08,HH_HL,10,6.75,7.81,PERIOD_M15,3345.06,3369.04,3351.73,72.19,4.34,3,false,3351.73,3.14,32.07,PERIOD_M5,3356.53,3357.99,1,0.58,143.0,acceptable,100.00,3.22,7.89,1.50,0.0776,,,true,,true,,0.00,false,1.07,2,0.53,unclear,,0,1,0.58,32.07,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-08,11,61.8-75,3.00ATR+
2025.08.04 19:20:00,2025.08.05 08:02:38,XAUUSD,LONG,0.07,3376.86,3370.43,8,9,0.0,-5.84,-50.85,-50.849999999999994,10046.37,sl 3370.45,762.63,2025.08.04 19:20:00,2025.08.05 08:00:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_08_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_B_v2_audit_filtered_all_5m,4,2025.08.04 19:19:59,order_sent,3376.86,3370.45,3386.48,-1.0031,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3352.93,3385.40,3351.73,3362.60,HH_HL,6,6.92,8.33,PERIOD_M15,3352.93,3385.40,3370.70,45.27,2.95,3,false,3370.70,2.73,18.97,PERIOD_M5,3376.11,3377.63,1,0.34,77.0,acceptable,100.00,2.84,6.41,1.50,0.0798,,,true,,true,,70.00,true,1.47,4,0.58,unclear,,0,1,0.34,18.97,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-08,19,38.2-50,2.00-3.00ATR
2025.08.15 04:25:00,2025.08.15 04:29:42,XAUUSD,SHORT,0.34,3335.32,3336.82,10,11,0.0,0.0,-51.0,-51.0,9995.37,sl 3336.78,4.7,2025.08.15 04:25:00,2025.08.15 04:25:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_08_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_B_v2_audit_filtered_all_5m,5,2025.08.15 04:24:59,order_sent,3335.32,3336.78,3333.13,-1.0274,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3329.82,3340.99,3341.55,3366.42,LL_LH,8,-1.31,7.50,PERIOD_M15,3340.99,3329.82,3336.59,60.61,3.05,6,false,3336.59,0.70,11.37,PERIOD_M5,3334.70,3334.46,1,0.48,86.0,acceptable,75.00,0.81,1.46,1.50,0.1050,,,true,,true,,35.00,false,1.65,1,0.48,unclear,,0,1,0.48,11.37,0.00,0.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V2_AuditFiltered,2025-08,04,50-61.8,0.50-0.75ATR
2025.08.25 14:40:00,2025.08.25 15:56:43,XAUUSD,LONG,0.1,3369.71,3364.82,12,13,0.0,0.0,-48.9,-48.9,9946.47,sl 3364.91,76.72,2025.08.25 14:40:00,2025.08.25 15:55:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_08_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_B_v2_audit_filtered_all_5m,6,2025.08.25 14:39:59,order_sent,3369.71,3364.91,3376.91,-1.0187,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3363.06,3369.80,3359.76,3368.04,HH_HL,6,2.69,4.67,PERIOD_M15,3363.06,3369.80,3365.10,69.73,2.15,5,false,3365.10,3.17,68.40,PERIOD_M5,3368.32,3369.51,1,0.14,20.0,early,100.00,3.30,4.80,1.50,0.1305,,,true,,true,,20.00,false,1.16,2,0.03,unclear,,0,1,0.14,68.40,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-08,14,61.8-75,3.00ATR+
2025.08.28 17:00:00,2025.08.28 17:20:57,USDJPY,SHORT,0.81,147.086,146.946,14,15,0.0,0.0,77.17,77.17,10023.64,tp 146.951,20.95,2025.08.28 17:00:00,2025.08.28 17:20:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_08_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_B_v2_audit_filtered_all_5m,7,2025.08.28 16:59:59,order_sent,147.086,147.176,146.951,1.5556,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,146.993,147.395,147.071,147.474,LL_LH,7,-0.058,0.206,PERIOD_M15,147.395,146.993,147.161,41.79,1.23,15,false,147.161,0.77,18.66,PERIOD_M5,147.093,147.051,1,0.36,35.0,acceptable,75.00,0.93,0.090,1.50,0.1549,,,true,,true,,70.00,true,1.36,3,0.69,unclear,,0,1,0.36,18.66,0.00,0.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V2_AuditFiltered,2025-08,17,38.2-50,0.75-1.00ATR
2025.08.15 04:25:00,2025.08.15 04:29:42,XAUUSD,SHORT,0.34,3335.32,3336.82,2,3,0.0,0.0,-51.0,-51.0,9949.0,sl 3336.78,4.7,2025.08.15 04:25:00,2025.08.15 04:25:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v3_entry_timing,ThirdWave_v3_entry_timing_BOTH_all_5m,2025_08_thirdwave_v4,C,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_C_v3_entry_timing_all_5m,1,2025.08.15 04:24:59,order_sent,3335.32,3336.78,3333.13,-1.0274,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3329.82,3340.99,3341.55,3366.42,LL_LH,8,-1.31,7.50,PERIOD_M15,3340.99,3329.82,3336.59,60.61,3.05,6,false,3336.59,0.70,11.37,PERIOD_M5,3334.70,3334.46,1,0.48,86.0,acceptable,75.00,0.81,1.46,1.50,0.1050,,,true,,true,,35.00,false,1.65,1,0.48,unclear,,0,1,0.48,11.37,0.00,0.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V3_EntryTiming,2025-08,04,50-61.8,0.50-0.75ATR
2025.08.01 01:05:00,2025.08.01 01:46:23,XAUUSD,SHORT,0.14,3291.52,3295.04,2,3,0.0,0.0,-49.28,-49.28,9950.72,sl 3295.01,41.38,2025.08.01 01:05:00,2025.08.01 01:45:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,1,2025.08.01 01:04:59,order_sent,3291.52,3295.01,3286.29,-1.0086,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,9,-2.94,8.58,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,5,false,3294.83,2.26,15.44,PERIOD_M5,3290.06,3290.06,1,1.00,146.0,late,85.00,2.39,3.49,1.50,0.1231,,,true,,true,,0.00,false,1.05,1,1.13,candle_reversal,,24,1,1.00,15.44,46.00,85.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,01,18-25,2.00-3.00ATR
2025.08.01 02:10:00,2025.08.01 02:59:03,XAUUSD,SHORT,0.18,3292.32,3288.27,4,5,0.0,0.0,72.9,72.9,10023.62,tp 3288.27,49.05,2025.08.01 02:10:00,2025.08.01 02:55:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,2,2025.08.01 02:10:00,order_sent,3292.32,3295.02,3288.27,1.5,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,9,false,3294.83,1.74,11.71,PERIOD_M5,3293.53,3293.53,1,0.84,121.0,unclear,65.00,1.87,2.70,1.50,0.1314,,,true,,true,,35.00,false,1.28,1,0.32,candle_reversal,,1,1,0.84,11.71,64.00,65.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,02,18-25,1.50-2.00ATR
2025.08.01 03:55:00,2025.08.01 04:51:58,XAUUSD,SHORT,0.11,3290.83,3284.11,6,8,0.0,0.0,73.92,73.92,10097.54,tp 3284.14,56.97,2025.08.01 03:55:00,2025.08.01 04:50:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,3,2025.08.01 03:54:59,order_sent,3290.83,3295.29,3284.14,1.5067,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,11,-3.32,7.88,PERIOD_M15,3311.11,3289.67,3295.10,25.33,1.85,7,false,3295.10,2.27,19.92,PERIOD_M5,3288.15,3288.15,1,1.42,268.0,late,95.00,2.37,4.46,1.50,0.1008,,,true,,true,,0.00,false,0.00,1,2.32,early_lower_high,,22,1,1.42,19.92,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,03,25-38.2,2.00-3.00ATR
2025.08.01 05:25:00,2025.08.01 06:09:37,XAUUSD,SHORT,0.1,3289.42,3294.19,9,10,0.0,0.0,-47.7,-47.7,10049.84,sl 3294.04,44.62,2025.08.01 05:25:00,2025.08.01 06:05:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,4,2025.08.01 05:24:59,order_sent,3289.42,3294.04,3282.49,-1.0325,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3295.10,3293.81,3311.11,LL_LH,9,-3.61,7.66,PERIOD_M15,3295.10,3289.67,3293.83,76.61,0.97,7,false,3293.83,1.67,81.22,PERIOD_M5,3283.32,3283.32,1,2.30,610.0,late,70.00,1.74,4.62,1.50,0.0680,,,true,,true,,0.00,false,0.00,1,2.96,candle_reversal,,20,1,2.30,81.22,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,05,75-90,1.50-2.00ATR
2025.08.01 04:40:00,2025.08.01 06:48:39,USDJPY,LONG,0.36,150.78,150.568,7,11,0.0,0.0,-50.69,-50.69,9999.15,sl 150.571,128.65,2025.08.01 04:40:00,2025.08.01 06:45:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,5,2025.08.01 04:39:59,order_sent,150.780,150.571,151.094,-1.0144,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,149.806,150.832,148.674,149.520,HH_HL,13,0.229,0.224,PERIOD_M15,149.806,150.832,150.586,23.98,1.97,3,false,150.586,2.14,18.91,PERIOD_M5,150.762,150.762,1,0.20,18.0,early,70.00,2.30,0.209,1.50,0.1652,,,true,,true,,0.00,false,0.46,1,1.19,candle_reversal,,10,1,0.20,18.91,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,04,18-25,2.00-3.00ATR
2025.08.01 20:05:00,2025.08.01 22:36:16,XAUUSD,LONG,0.07,3347.94,3358.42,12,13,0.0,0.0,73.36,73.36,10072.51,tp 3358.40,151.27,2025.08.01 20:05:00,2025.08.01 22:35:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,6,2025.08.01 20:04:59,order_sent,3347.94,3340.97,3358.40,1.5036,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3285.21,3355.08,3281.57,3300.42,HH_HL,10,1.78,11.33,PERIOD_M15,3285.21,3355.08,3341.30,19.72,2.06,10,false,3341.30,2.38,9.50,PERIOD_M5,3345.33,3345.33,1,0.94,261.0,late,60.00,2.50,6.97,1.50,0.0646,,,true,,true,,35.00,false,1.70,2,0.31,micro_break,,6,1,0.94,9.50,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,20,18-25,2.00-3.00ATR
2025.08.04 05:15:00,2025.08.04 07:01:50,XAUUSD,LONG,0.07,3351.28,3360.9,14,15,0.0,0.0,67.34,67.34,10139.85,tp 3360.90,106.83,2025.08.04 05:15:00,2025.08.04 07:00:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,7,2025.08.04 05:14:59,order_sent,3351.28,3344.87,3360.90,1.5008,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,3340.52,3369.04,3285.21,3355.08,HH_HL,9,7.27,12.11,PERIOD_M15,3340.52,3369.04,3345.06,84.08,6.53,3,false,3345.06,2.71,21.81,PERIOD_M5,3353.26,3353.26,1,0.86,198.0,unclear,95.00,2.79,6.41,1.50,0.0826,,,true,,true,,0.00,false,0.00,1,0.86,early_higher_low,,9,1,0.86,21.81,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,05,75-90,2.00-3.00ATR
2025.08.04 10:20:00,2025.08.04 10:29:28,XAUUSD,LONG,0.11,3357.98,3353.33,16,17,0.0,0.0,-51.15,-51.15,10088.7,sl 3353.38,9.47,2025.08.04 10:20:00,2025.08.04 10:25:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_08_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v4_D_v4_early_reversal_all_5m,8,2025.08.04 10:19:59,order_sent,3357.98,3353.38,3364.88,-1.0109,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3345.06,3369.04,3340.52,3355.08,HH_HL,9,7.04,7.67,PERIOD_M15,3345.06,3369.04,3353.56,64.55,4.85,4,false,3353.56,1.89,18.43,PERIOD_M5,3362.60,3362.60,1,1.97,462.0,late,95.00,1.97,4.60,1.50,0.0769,,,true,,true,,0.00,false,0.00,1,1.97,early_higher_low,,10,1,1.97,18.43,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,10,61.8-75,1.50-2.00ATR
