scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
C_sweep_reclaim_only,GBPUSD,291,27.15,0.715,-0.091,-1746.55,1977.6,19.47,1.291,1.15,71.48,47.77,28.18,127,164,-755.55,-991.0,-0.191,-0.013,1,12,GBPUSD:291,2025-01:23;2025-02:19;2025-03:26;2025-04:54;2025-05:32;2025-06:27;2025-07:25;2025-08:12;2025-09:12;2025-10:27;2025-11:18;2025-12:16,LONG:127;SHORT:164
C_sweep_reclaim_only,USDJPY,769,29.13,0.835,-0.125,-2608.67,3474.17,32.13,1.33,1.29,68.92,47.72,27.18,364,405,-1882.09,-726.58,-0.192,-0.065,1,12,USDJPY:769,2025-01:64;2025-02:74;2025-03:76;2025-04:84;2025-05:85;2025-06:76;2025-07:72;2025-08:50;2025-09:37;2025-10:70;2025-11:40;2025-12:41,LONG:364;SHORT:405
D_bos_retest_only,AUDJPY,100,30.0,0.826,-0.167,-387.36,471.02,4.71,1.31,1.18,64.0,49.0,29.0,47,53,-263.46,-123.9,-0.3,-0.049,1,9,AUDJPY:100,2025-01:6;2025-02:10;2025-03:21;2025-04:38;2025-05:6;2025-06:2;2025-07:1;2025-10:5;2025-11:11,LONG:47;SHORT:53
D_bos_retest_only,EURJPY,187,31.55,0.904,-0.108,-418.67,586.47,5.86,1.395,1.301,64.71,52.41,31.55,98,89,-715.05,296.38,-0.097,-0.12,1,12,EURJPY:187,2025-01:27;2025-02:39;2025-03:36;2025-04:33;2025-05:11;2025-06:11;2025-07:10;2025-08:4;2025-09:4;2025-10:7;2025-11:3;2025-12:2,LONG:98;SHORT:89
D_bos_retest_only,EURUSD,223,26.01,0.72,-0.164,-1299.4,1924.2,18.42,1.228,1.196,68.61,46.64,26.91,103,120,-622.25,-677.15,-0.227,-0.111,1,12,EURUSD:223,2025-01:24;2025-02:12;2025-03:26;2025-04:48;2025-05:36;2025-06:23;2025-07:16;2025-08:14;2025-09:13;2025-10:7;2025-11:2;2025-12:2,LONG:103;SHORT:120
D_bos_retest_only,GBPJPY,200,26.5,0.746,-0.216,-1233.77,1234.76,12.35,1.205,1.191,67.0,46.5,27.0,98,102,-294.65,-939.12,-0.201,-0.23,1,12,GBPJPY:200,2025-01:37;2025-02:37;2025-03:33;2025-04:38;2025-05:9;2025-06:10;2025-07:10;2025-08:6;2025-09:1;2025-10:9;2025-11:8;2025-12:2,LONG:98;SHORT:102
D_bos_retest_only,GBPUSD,280,30.71,0.847,-0.057,-832.67,1350.63,12.93,1.337,1.075,70.71,51.79,33.57,132,148,-376.27,-456.4,-0.066,-0.049,1,12,GBPUSD:280,2025-01:35;2025-02:25;2025-03:25;2025-04:40;2025-05:32;2025-06:27;2025-07:20;2025-08:15;2025-09:13;2025-10:20;2025-11:15;2025-12:13,LONG:132;SHORT:148
D_bos_retest_only,USDJPY,645,29.92,0.783,-0.155,-2684.13,2904.92,28.6,1.357,1.248,67.29,47.91,29.92,328,317,-1460.43,-1223.7,-0.089,-0.223,1,12,USDJPY:645,2025-01:55;2025-02:53;2025-03:60;2025-04:69;2025-05:63;2025-06:56;2025-07:58;2025-08:55;2025-09:47;2025-10:59;2025-11:30;2025-12:40,LONG:328;SHORT:317
E_first_pullback_after_reclaim_only,AUDJPY,170,34.12,0.928,0.047,-228.59,543.29,5.38,1.305,1.184,61.76,48.82,34.12,87,83,478.77,-707.36,0.249,-0.164,1,11,AUDJPY:170,2025-01:11;2025-02:22;2025-03:40;2025-04:52;2025-05:10;2025-06:3;2025-07:3;2025-08:1;2025-10:11;2025-11:15;2025-12:2,LONG:87;SHORT:83
E_first_pullback_after_reclaim_only,EURJPY,346,31.21,0.879,-0.045,-851.36,1264.03,12.32,1.37,1.226,69.65,51.73,30.06,178,168,-340.23,-511.13,-0.028,-0.062,1,12,EURJPY:346,2025-01:48;2025-02:64;2025-03:70;2025-04:62;2025-05:20;2025-06:21;2025-07:11;2025-08:10;2025-09:5;2025-10:20;2025-11:11;2025-12:4,LONG:178;SHORT:168
E_first_pullback_after_reclaim_only,EURUSD,433,30.25,0.943,0.031,-405.21,1025.31,9.65,1.335,1.222,70.44,49.42,31.18,211,222,-394.85,-10.36,0.033,0.029,1,12,EURUSD:433,2025-01:47;2025-02:30;2025-03:49;2025-04:85;2025-05:64;2025-06:40;2025-07:35;2025-08:27;2025-09:26;2025-10:17;2025-11:9;2025-12:4,LONG:211;SHORT:222
E_first_pullback_after_reclaim_only,GBPJPY,353,31.73,0.838,-0.063,-1160.43,1481.52,14.59,1.377,1.175,69.69,50.99,30.03,186,167,-674.68,-485.75,0.026,-0.162,1,12,GBPJPY:353,2025-01:56;2025-02:62;2025-03:64;2025-04:70;2025-05:23;2025-06:14;2025-07:10;2025-08:8;2025-09:3;2025-10:22;2025-11:15;2025-12:6,LONG:186;SHORT:167
E_first_pullback_after_reclaim_only,GBPUSD,514,26.07,0.696,-0.16,-2659.69,3071.76,29.63,1.195,1.246,64.98,44.75,25.68,241,273,-1143.72,-1515.97,-0.085,-0.226,1,12,GBPUSD:514,2025-01:61;2025-02:42;2025-03:39;2025-04:63;2025-05:60;2025-06:49;2025-07:33;2025-08:25;2025-09:34;2025-10:43;2025-11:40;2025-12:25,LONG:241;SHORT:273
E_first_pullback_after_reclaim_only,USDJPY,1072,30.04,0.829,-0.081,-2883.19,3311.84,31.9,1.324,1.315,68.56,48.6,26.96,540,532,-1651.37,-1231.82,-0.09,-0.073,1,12,USDJPY:1072,2025-01:99;2025-02:102;2025-03:93;2025-04:101;2025-05:105;2025-06:96;2025-07:82;2025-08:79;2025-09:71;2025-10:113;2025-11:68;2025-12:63,LONG:540;SHORT:532
F_combined_new_triggers,AUDJPY,230,30.0,0.756,0.031,-901.59,1063.4,10.52,1.274,1.285,67.83,51.3,27.83,113,117,-245.32,-656.27,0.06,0.003,1,11,AUDJPY:230,2025-01:21;2025-02:26;2025-03:46;2025-04:78;2025-05:17;2025-06:3;2025-07:3;2025-08:1;2025-10:14;2025-11:18;2025-12:3,LONG:113;SHORT:117
F_combined_new_triggers,EURJPY,461,32.54,0.922,0.004,-572.38,948.68,9.34,1.442,1.261,72.67,53.36,32.1,225,236,-701.25,128.87,0.071,-0.06,1,12,EURJPY:461,2025-01:63;2025-02:81;2025-03:99;2025-04:74;2025-05:29;2025-06:29;2025-07:18;2025-08:12;2025-09:8;2025-10:27;2025-11:13;2025-12:8,LONG:225;SHORT:236
F_combined_new_triggers,EURUSD,565,29.38,0.847,0.057,-1074.9,1334.79,13.06,1.365,1.269,70.09,49.2,29.03,275,290,-406.43,-668.47,-0.064,0.172,1,12,EURUSD:565,2025-01:60;2025-02:36;2025-03:71;2025-04:108;2025-05:88;2025-06:53;2025-07:40;2025-08:37;2025-09:34;2025-10:22;2025-11:9;2025-12:7,LONG:275;SHORT:290
F_combined_new_triggers,GBPJPY,478,30.13,0.833,-0.141,-1316.93,1618.73,15.79,1.3,1.237,73.22,50.84,28.03,244,234,136.51,-1453.44,-0.114,-0.169,1,12,GBPJPY:478,2025-01:80;2025-02:77;2025-03:87;2025-04:92;2025-05:30;2025-06:21;2025-07:17;2025-08:12;2025-09:6;2025-10:29;2025-11:21;2025-12:6,LONG:244;SHORT:234
F_combined_new_triggers,GBPUSD,669,27.8,0.763,-0.063,-1905.87,2543.6,23.95,1.269,1.227,70.4,48.43,26.76,322,347,-1185.6,-720.27,-0.07,-0.056,1,12,GBPUSD:669,2025-01:73;2025-02:57;2025-03:54;2025-04:82;2025-05:78;2025-06:67;2025-07:48;2025-08:32;2025-09:39;2025-10:56;2025-11:45;2025-12:38,LONG:322;SHORT:347
F_combined_new_triggers,USDJPY,1494,28.65,0.793,-0.061,-3419.26,3957.26,37.61,1.36,1.325,69.21,49.13,26.17,713,781,-1999.34,-1419.92,-0.082,-0.042,1,12,USDJPY:1494,2025-01:131;2025-02:125;2025-03:132;2025-04:146;2025-05:154;2025-06:131;2025-07:129;2025-08:120;2025-09:98;2025-10:145;2025-11:94;2025-12:89,LONG:713;SHORT:781
G_combined_new_triggers_room_to_2r,AUDJPY,144,31.94,0.892,0.141,-233.7,490.28,4.9,1.371,1.245,68.75,55.56,32.64,70,74,-134.07,-99.63,0.153,0.129,1,11,AUDJPY:144,2025-01:13;2025-02:17;2025-03:27;2025-04:50;2025-05:11;2025-06:1;2025-07:2;2025-08:1;2025-10:9;2025-11:12;2025-12:1,LONG:70;SHORT:74
G_combined_new_triggers_room_to_2r,EURJPY,292,34.25,0.941,0.064,-276.2,814.27,7.98,1.535,1.287,73.97,55.48,35.27,146,146,-448.55,172.35,0.087,0.041,1,12,EURJPY:292,2025-01:42;2025-02:52;2025-03:65;2025-04:43;2025-05:20;2025-06:18;2025-07:12;2025-08:8;2025-09:5;2025-10:18;2025-11:6;2025-12:3,LONG:146;SHORT:146
G_combined_new_triggers_room_to_2r,EURUSD,386,31.35,0.873,0.099,-600.71,1181.33,11.3,1.411,1.309,69.95,49.74,31.35,177,209,-24.23,-576.48,0.003,0.18,1,12,EURUSD:386,2025-01:39;2025-02:26;2025-03:44;2025-04:71;2025-05:68;2025-06:38;2025-07:28;2025-08:25;2025-09:25;2025-10:15;2025-11:6;2025-12:1,LONG:177;SHORT:209
G_combined_new_triggers_room_to_2r,GBPJPY,310,31.61,0.889,-0.106,-563.36,1040.29,10.0,1.384,1.243,75.81,53.23,30.65,154,156,113.32,-676.68,-0.091,-0.121,1,12,GBPJPY:310,2025-01:51;2025-02:49;2025-03:61;2025-04:64;2025-05:17;2025-06:12;2025-07:13;2025-08:9;2025-09:5;2025-10:17;2025-11:9;2025-12:3,LONG:154;SHORT:156
G_combined_new_triggers_room_to_2r,GBPUSD,420,30.24,0.913,-0.106,-440.98,1083.69,10.2,1.308,1.293,71.19,48.1,28.57,201,219,-385.95,-55.03,-0.168,-0.048,1,12,GBPUSD:420,2025-01:51;2025-02:41;2025-03:25;2025-04:54;2025-05:52;2025-06:44;2025-07:33;2025-08:17;2025-09:23;2025-10:36;2025-11:26;2025-12:18,LONG:201;SHORT:219
G_combined_new_triggers_room_to_2r,USDJPY,1034,27.37,0.761,-0.082,-2731.52,3182.41,30.5,1.401,1.397,69.25,49.42,26.6,473,561,-1368.86,-1362.66,-0.109,-0.06,1,12,USDJPY:1034,2025-01:84;2025-02:78;2025-03:98;2025-04:110;2025-05:109;2025-06:87;2025-07:102;2025-08:80;2025-09:61;2025-10:98;2025-11:58;2025-12:69,LONG:473;SHORT:561
H_combined_new_triggers_h4_ma_bias,AUDJPY,91,24.18,0.484,-0.008,-921.86,921.86,9.22,1.304,1.318,63.74,49.45,27.47,23,68,-324.44,-597.42,-0.237,0.07,1,10,AUDJPY:91,2025-01:8;2025-02:10;2025-03:20;2025-04:35;2025-05:5;2025-06:1;2025-07:1;2025-10:3;2025-11:6;2025-12:2,LONG:23;SHORT:68
H_combined_new_triggers_h4_ma_bias,EURJPY,169,28.99,0.927,-0.072,-196.51,761.13,7.22,1.325,1.211,67.46,48.52,26.63,99,70,-372.34,175.83,-0.187,0.091,1,12,EURJPY:169,2025-01:23;2025-02:29;2025-03:41;2025-04:14;2025-05:11;2025-06:13;2025-07:5;2025-08:3;2025-09:3;2025-10:14;2025-11:9;2025-12:4,LONG:99;SHORT:70
H_combined_new_triggers_h4_ma_bias,EURUSD,225,30.67,0.902,-0.108,-270.94,378.67,3.77,1.361,1.4,70.22,49.78,27.11,135,90,-69.66,-201.28,-0.101,-0.118,1,12,EURUSD:225,2025-01:20;2025-02:17;2025-03:32;2025-04:44;2025-05:39;2025-06:22;2025-07:15;2025-08:13;2025-09:9;2025-10:7;2025-11:4;2025-12:3,LONG:135;SHORT:90
H_combined_new_triggers_h4_ma_bias,GBPJPY,151,25.83,0.679,-0.2,-868.42,1145.48,11.16,1.238,1.235,71.52,49.67,23.84,77,74,-173.12,-695.3,-0.149,-0.252,1,11,GBPJPY:151,2025-01:25;2025-02:24;2025-03:34;2025-04:28;2025-05:8;2025-06:7;2025-07:4;2025-08:2;2025-10:7;2025-11:10;2025-12:2,LONG:77;SHORT:74
H_combined_new_triggers_h4_ma_bias,GBPUSD,239,24.27,0.597,-0.187,-1323.5,1584.71,15.45,1.165,1.23,67.36,43.1,20.92,131,108,-1135.88,-187.62,-0.05,-0.354,1,12,GBPUSD:239,2025-01:30;2025-02:20;2025-03:21;2025-04:33;2025-05:28;2025-06:22;2025-07:14;2025-08:8;2025-09:13;2025-10:15;2025-11:18;2025-12:17,LONG:131;SHORT:108
H_combined_new_triggers_h4_ma_bias,USDJPY,516,30.62,0.96,-0.129,-227.46,647.89,6.22,1.363,1.412,69.96,49.81,26.74,244,272,-94.24,-133.22,-0.295,0.02,1,12,USDJPY:516,2025-01:50;2025-02:50;2025-03:50;2025-04:54;2025-05:55;2025-06:35;2025-07:40;2025-08:29;2025-09:34;2025-10:51;2025-11:30;2025-12:38,LONG:244;SHORT:272
I_combined_new_triggers_h4_ma_room_to_2r,AUDJPY,56,28.57,0.797,0.06,-190.02,307.55,3.08,1.447,1.408,69.64,55.36,33.93,10,46,-144.6,-45.42,-0.096,0.094,1,9,AUDJPY:56,2025-01:5;2025-02:7;2025-03:12;2025-04:22;2025-05:2;2025-07:1;2025-10:3;2025-11:3;2025-12:1,LONG:10;SHORT:46
I_combined_new_triggers_h4_ma_room_to_2r,EURJPY,93,31.18,1.008,0.008,11.04,380.81,3.7,1.441,1.246,70.97,51.61,29.03,57,36,-192.48,203.52,-0.156,0.266,1,11,EURJPY:93,2025-01:13;2025-02:13;2025-03:25;2025-04:8;2025-05:7;2025-06:7;2025-07:2;2025-08:2;2025-09:1;2025-10:11;2025-11:4,LONG:57;SHORT:36
I_combined_new_triggers_h4_ma_room_to_2r,EURUSD,141,34.75,1.01,-0.068,17.32,324.03,3.21,1.41,1.448,68.79,49.65,31.91,80,61,164.4,-147.08,-0.005,-0.15,1,12,EURUSD:141,2025-01:12;2025-02:11;2025-03:19;2025-04:29;2025-05:26;2025-06:14;2025-07:8;2025-08:8;2025-09:6;2025-10:5;2025-11:2;2025-12:1,LONG:80;SHORT:61
I_combined_new_triggers_h4_ma_room_to_2r,GBPJPY,86,25.58,0.708,-0.221,-482.49,830.83,8.05,1.335,1.295,74.42,50.0,25.58,38,48,-129.77,-352.72,-0.133,-0.291,1,11,GBPJPY:86,2025-01:17;2025-02:12;2025-03:22;2025-04:18;2025-05:5;2025-06:3;2025-07:2;2025-08:1;2025-10:4;2025-11:1;2025-12:1,LONG:38;SHORT:48
I_combined_new_triggers_h4_ma_room_to_2r,GBPUSD,130,25.38,0.758,-0.294,-462.82,816.64,7.89,1.231,1.33,66.15,42.31,22.31,70,60,-625.92,163.1,-0.168,-0.441,1,12,GBPUSD:130,2025-01:22;2025-02:13;2025-03:5;2025-04:18;2025-05:19;2025-06:14;2025-07:7;2025-08:1;2025-09:6;2025-10:10;2025-11:10;2025-12:5,LONG:70;SHORT:60
I_combined_new_triggers_h4_ma_room_to_2r,USDJPY,325,28.92,0.939,-0.132,-215.44,584.13,5.64,1.393,1.476,69.85,50.46,27.38,141,184,114.8,-330.24,-0.371,0.051,1,12,USDJPY:325,2025-01:30;2025-02:30;2025-03:34;2025-04:38;2025-05:36;2025-06:19;2025-07:24;2025-08:18;2025-09:17;2025-10:32;2025-11:17;2025-12:30,LONG:141;SHORT:184
