scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
H_combined_new_triggers_h4_ma_bias,2025-02,150,30.0,0.831,-0.094,-666.8,788.93,7.79,1.479,1.298,76.67,52.67,30.67,28,122,-164.9,-501.9,-0.109,-0.09,6,1,AUDJPY:10;EURJPY:29;EURUSD:17;GBPJPY:24;GBPUSD:20;USDJPY:50,2025-02:150,LONG:28;SHORT:122
H_combined_new_triggers_h4_ma_bias,2025-03,198,27.78,0.727,0.084,-950.87,1129.8,11.3,1.318,1.147,70.71,51.52,25.25,126,72,-505.66,-445.21,0.022,0.193,6,1,AUDJPY:20;EURJPY:41;EURUSD:32;GBPJPY:34;GBPUSD:21;USDJPY:50,2025-03:198,LONG:126;SHORT:72
H_combined_new_triggers_h4_ma_bias,2025-04,208,29.81,0.864,0.013,-320.09,490.29,4.82,1.517,1.419,75.0,55.29,29.81,85,123,-189.21,-130.88,-0.22,0.174,6,1,AUDJPY:35;EURJPY:14;EURUSD:44;GBPJPY:28;GBPUSD:33;USDJPY:54,2025-04:208,LONG:85;SHORT:123
H_combined_new_triggers_h4_ma_bias,2025-05,146,23.97,0.603,-0.195,-465.66,502.2,5.01,1.264,1.364,60.27,42.47,22.6,83,63,-358.15,-107.51,-0.321,-0.028,6,1,AUDJPY:5;EURJPY:11;EURUSD:39;GBPJPY:8;GBPUSD:28;USDJPY:55,2025-05:146,LONG:83;SHORT:63
H_combined_new_triggers_h4_ma_bias,2025-06,100,26.0,0.697,-0.169,-172.46,237.05,2.36,1.14,1.417,60.0,43.0,26.0,83,17,-91.08,-81.38,-0.207,0.015,6,1,AUDJPY:1;EURJPY:13;EURUSD:22;GBPJPY:7;GBPUSD:22;USDJPY:35,2025-06:100,LONG:83;SHORT:17
H_combined_new_triggers_h4_ma_bias,2025-07,79,25.32,0.628,-0.073,-150.61,205.4,2.05,1.434,1.336,78.48,65.82,27.85,40,39,-149.41,-1.2,-0.161,0.017,6,1,AUDJPY:1;EURJPY:5;EURUSD:15;GBPJPY:4;GBPUSD:14;USDJPY:40,2025-07:79,LONG:40;SHORT:39
H_combined_new_triggers_h4_ma_bias,2025-08,55,34.55,1.012,-0.244,2.77,62.19,0.62,1.19,1.271,67.27,43.64,23.64,15,40,-1.84,4.61,-0.078,-0.307,5,1,EURJPY:3;EURUSD:13;GBPJPY:2;GBPUSD:8;USDJPY:29,2025-08:55,LONG:15;SHORT:40
H_combined_new_triggers_h4_ma_bias,2025-09,59,28.81,0.791,-0.595,-49.79,61.85,0.62,1.014,1.44,62.71,33.9,15.25,35,24,-46.49,-3.3,-0.667,-0.49,4,1,EURJPY:3;EURUSD:9;GBPUSD:13;USDJPY:34,2025-09:59,LONG:35;SHORT:24
H_combined_new_triggers_h4_ma_bias,2025-10,97,34.02,1.065,0.017,20.28,82.27,0.82,1.31,1.287,68.04,48.45,27.84,55,42,18.76,1.52,0.155,-0.164,6,1,AUDJPY:3;EURJPY:14;EURUSD:7;GBPJPY:7;GBPUSD:15;USDJPY:51,2025-10:97,LONG:55;SHORT:42
H_combined_new_triggers_h4_ma_bias,2025-11,77,25.97,0.637,-0.47,-84.05,112.42,1.12,0.974,1.288,58.44,38.96,16.88,61,16,-44.5,-39.55,-0.387,-0.788,6,1,AUDJPY:6;EURJPY:9;EURUSD:4;GBPJPY:10;GBPUSD:18;USDJPY:30,2025-11:77,LONG:61;SHORT:16
H_combined_new_triggers_h4_ma_bias,2025-12,66,22.73,0.507,-0.576,-88.74,100.85,1.01,1.015,1.519,60.61,33.33,16.67,46,20,-45.75,-42.99,-0.386,-1.012,6,1,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:2;GBPUSD:17;USDJPY:38,2025-12:66,LONG:46;SHORT:20
I_combined_new_triggers_h4_ma_room_to_2r,2025-01,99,32.32,0.965,-0.08,-119.63,842.27,7.92,1.414,1.37,73.74,49.49,30.3,22,77,-187.91,68.28,0.026,-0.11,6,1,AUDJPY:5;EURJPY:13;EURUSD:12;GBPJPY:17;GBPUSD:22;USDJPY:30,2025-01:99,LONG:22;SHORT:77
I_combined_new_triggers_h4_ma_room_to_2r,2025-02,86,31.4,0.868,-0.109,-299.19,671.01,6.6,1.483,1.344,76.74,51.16,29.07,18,68,-133.83,-165.36,0.04,-0.148,6,1,AUDJPY:7;EURJPY:13;EURUSD:11;GBPJPY:12;GBPUSD:13;USDJPY:30,2025-02:86,LONG:18;SHORT:68
I_combined_new_triggers_h4_ma_room_to_2r,2025-03,117,32.48,0.915,0.205,-164.29,482.11,4.82,1.477,1.18,70.09,57.26,32.48,66,51,-57.11,-107.18,0.085,0.359,6,1,AUDJPY:12;EURJPY:25;EURUSD:19;GBPJPY:22;GBPUSD:5;USDJPY:34,2025-03:117,LONG:66;SHORT:51
I_combined_new_triggers_h4_ma_room_to_2r,2025-04,133,30.83,0.911,0.167,-132.6,249.28,2.46,1.683,1.436,75.19,59.4,33.83,50,83,58.63,-191.23,0.024,0.253,6,1,AUDJPY:22;EURJPY:8;EURUSD:29;GBPJPY:18;GBPUSD:18;USDJPY:38,2025-04:133,LONG:50;SHORT:83
I_combined_new_triggers_h4_ma_room_to_2r,2025-05,95,25.26,0.648,-0.454,-262.95,303.73,3.03,1.209,1.59,58.95,40.0,22.11,53,42,-217.0,-45.95,-0.604,-0.265,6,1,AUDJPY:2;EURJPY:7;EURUSD:26;GBPJPY:5;GBPUSD:19;USDJPY:36,2025-05:95,LONG:53;SHORT:42
I_combined_new_triggers_h4_ma_room_to_2r,2025-06,57,22.81,0.558,-0.101,-149.65,178.0,1.78,1.24,1.414,64.91,45.61,29.82,46,11,-86.25,-63.4,-0.171,0.193,5,1,EURJPY:7;EURUSD:14;GBPJPY:3;GBPUSD:14;USDJPY:19,2025-06:57,LONG:46;SHORT:11
I_combined_new_triggers_h4_ma_room_to_2r,2025-07,44,34.09,0.961,0.002,-7.76,107.42,1.07,1.449,1.32,77.27,65.91,34.09,22,22,-74.97,67.21,-0.042,0.045,6,1,AUDJPY:1;EURJPY:2;EURUSD:8;GBPJPY:2;GBPUSD:7;USDJPY:24,2025-07:44,LONG:22;SHORT:22
I_combined_new_triggers_h4_ma_room_to_2r,2025-08,30,30.0,0.876,-0.135,-16.17,67.92,0.68,1.238,1.184,63.33,43.33,26.67,8,22,8.88,-25.05,-0.126,-0.139,5,1,EURJPY:2;EURUSD:8;GBPJPY:1;GBPUSD:1;USDJPY:18,2025-08:30,LONG:8;SHORT:22
I_combined_new_triggers_h4_ma_room_to_2r,2025-09,30,26.67,0.696,-0.642,-38.33,48.05,0.48,0.991,1.597,70.0,33.33,13.33,19,11,-59.8,21.47,-0.555,-0.793,4,1,EURJPY:1;EURUSD:6;GBPUSD:6;USDJPY:17,2025-09:30,LONG:19;SHORT:11
I_combined_new_triggers_h4_ma_room_to_2r,2025-10,65,30.77,0.952,-0.036,-10.45,67.81,0.68,1.354,1.366,69.23,47.69,27.69,36,29,8.22,-18.67,0.061,-0.157,6,1,AUDJPY:3;EURJPY:11;EURUSD:5;GBPJPY:4;GBPUSD:10;USDJPY:32,2025-10:65,LONG:36;SHORT:29
I_combined_new_triggers_h4_ma_room_to_2r,2025-11,37,21.62,0.539,-0.556,-52.51,62.87,0.63,0.995,1.387,59.46,40.54,16.22,32,5,-35.01,-17.5,-0.531,-0.721,6,1,AUDJPY:3;EURJPY:4;EURUSD:2;GBPJPY:1;GBPUSD:10;USDJPY:17,2025-11:37,LONG:32;SHORT:5
I_combined_new_triggers_h4_ma_room_to_2r,2025-12,38,21.05,0.39,-1.037,-68.88,76.51,0.77,0.962,1.818,63.16,26.32,10.53,24,14,-37.42,-31.46,-0.847,-1.364,5,1,AUDJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:5;USDJPY:30,2025-12:38,LONG:24;SHORT:14
