run_id,period_id,variant,fresh,latest_valid_anchor,anchor_version,signal_age_bars,count
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,1,3,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,1,37,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,1,4,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,1,6,5
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,1,7,9
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,1,8,9
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,1,9,9
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,10,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,11,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,12,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,15,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,18,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,6,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,7,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,8,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,2,9,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,false,true,3,13,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,1,0,1350
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,10,0,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,11,0,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,12,0,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,2,0,820
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,3,0,438
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,4,0,216
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,5,0,113
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,6,0,64
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,7,0,33
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,8,0,21
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,true,9,0,12
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,false,true,1,6,1
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,1,0,1440
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,10,0,2
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,11,0,2
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,12,0,1
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,2,0,818
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,3,0,431
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,4,0,211
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,5,0,111
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,6,0,64
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,7,0,31
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,8,0,20
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,true,true,9,0,11
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,false,true,1,6,1
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,1,0,1440
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,10,0,2
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,11,0,2
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,12,0,1
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,2,0,818
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,3,0,431
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,4,0,211
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,5,0,111
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,6,0,64
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,7,0,31
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,8,0,20
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,true,true,9,0,11
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,false,true,1,13,1
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,false,true,1,3,2
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,false,true,1,4,4
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,false,true,1,5,1
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,1,0,1453
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,10,0,2
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,11,0,2
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,12,0,1
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,2,0,829
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,3,0,440
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,4,0,218
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,5,0,111
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,6,0,65
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,7,0,33
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,8,0,23
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,true,true,9,0,12
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,10,8
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,11,5
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,12,3
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,13,6
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,14,3
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,16,2
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,17,3
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,18,5
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,19,3
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,20,4
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,21,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,23,2
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,25,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,27,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,3,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,37,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,4,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,6,5
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,7,9
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,8,9
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,1,9,9
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,10,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,11,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,12,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,15,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,18,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,6,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,7,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,8,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,2,9,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,false,true,3,13,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,1,0,1350
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,10,0,2
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,11,0,2
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,12,0,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,2,0,820
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,3,0,438
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,4,0,216
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,5,0,113
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,6,0,64
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,7,0,33
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,8,0,21
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,true,true,9,0,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,false,true,1,6,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,1,0,1440
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,10,0,2
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,11,0,2
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,12,0,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,2,0,818
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,3,0,431
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,4,0,211
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,5,0,111
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,6,0,64
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,7,0,31
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,8,0,20
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,true,true,9,0,11
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,false,true,1,6,1
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,1,0,1440
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,10,0,2
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,11,0,2
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,12,0,1
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,2,0,818
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,3,0,431
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,4,0,211
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,5,0,111
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,6,0,64
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,7,0,31
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,8,0,20
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,true,true,9,0,11
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,false,true,1,6,1
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,1,0,1440
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,10,0,2
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,11,0,2
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,12,0,1
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,2,0,818
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,3,0,431
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,4,0,211
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,5,0,111
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,6,0,64
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,7,0,31
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,8,0,20
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,true,true,9,0,11
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,false,true,1,6,1
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,1,0,1440
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,10,0,2
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,11,0,2
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,12,0,1
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,2,0,818
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,3,0,431
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,4,0,211
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,5,0,111
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,6,0,64
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,7,0,31
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,8,0,20
full2025_k_one_symbol_mode2,full2025_validation,k_one_symbol_mode2,true,true,9,0,11
q1_a_diagnostic_current_code,q1_quick,a_diagnostic_current_code,true,false,1,0,178
q1_a_diagnostic_current_code,q1_quick,a_diagnostic_current_code,true,true,1,0,335
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,false,true,1,13,1
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,false,true,1,4,1
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,1,0,369
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,11,0,1
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,2,0,183
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,3,0,111
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,4,0,48
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,5,0,29
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,6,0,15
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,7,0,10
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,8,0,9
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,true,true,9,0,2
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,10,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,11,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,12,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,13,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,16,2
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,17,2
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,18,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,20,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,6,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,7,2
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,8,2
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,false,true,1,9,2
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,1,0,345
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,11,0,1
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,2,0,178
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,3,0,112
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,4,0,49
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,5,0,30
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,6,0,15
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,7,0,10
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,8,0,9
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,true,true,9,0,2
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,false,true,1,6,1
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,1,0,365
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,11,0,1
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,2,0,181
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,3,0,111
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,4,0,46
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,5,0,29
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,6,0,15
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,7,0,10
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,8,0,8
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,true,true,9,0,1
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,false,true,1,6,1
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,1,0,365
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,11,0,1
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,2,0,181
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,3,0,111
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,4,0,46
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,5,0,29
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,6,0,15
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,7,0,10
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,8,0,8
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,true,true,9,0,1
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,false,true,1,13,1
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,false,true,1,4,1
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,1,0,369
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,11,0,1
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,2,0,183
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,3,0,111
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,4,0,48
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,5,0,29
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,6,0,15
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,7,0,10
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,8,0,9
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,true,true,9,0,2
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,10,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,11,1
