path,line,function,arguments
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1120,TSRKnownPolicyRange,"const TSREvent &event,const int strategy"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1126,TSRTryStartScenario,"TSREvent &event,const int scenario_index,const TSRShortTick &tick"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1190,TSRTryStartScenarioGroup,"TSREvent &event,const int strategy,const int delay_index,const int spread_index,const TSRShortTick &tick"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1203,TSRAdvanceScenario,"TSREvent &event,const int scenario_index,const TSRShortTick &tick"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1233,TSRAdvanceScenarioGroup,"TSREvent &event,const int strategy,const int delay_index,const int spread_index,const TSRShortTick &tick"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1255,TSRUpdateCheckpoints,"TSREvent &event,const TSRShortTick &tick"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1298,TSRAllScenariosDone,const TSREvent &event
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1305,TSRMarkUnsignaledDone,TSREvent &event
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1327,TSRProcessEventTick,"TSREvent &event,const TSRShortTick &tick,const long processing_msc"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1398,TSRCanWriteEvent,const TSREvent &event
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1406,TSRDetectShock,"TSRSymbolContext &context, const int symbol_index, const int detector, const TSRSecondSample &sample, const TSRGridPoint &point, const long processing_msc"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1541,TSRCloseGridBoundary,"TSRSymbolContext &context,const int symbol_index,const long boundary_msc,const long processing_msc"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1589,TSRAdvanceGridBeforeTick,"TSRSymbolContext &context,const int symbol_index,const long tick_msc,const long processing_msc"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1599,TSRAdvanceGridAtTick,"TSRSymbolContext &context,const int symbol_index,const long tick_msc,const long processing_msc"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1608,TSRWriteEvent,TSREvent &event
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1715,TSRReleaseWrittenEvents,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1726,TSRProcessOneTick,"const int symbol_index,const MqlTick &source,const long processing_msc,const bool close_equal_boundary"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1753,TSRCollectSymbolTicks,"const int symbol_index,TickShockPendingRepository &repository, const long requested_to_msc,const bool final_drain=false"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1822,TSRProcessingMsc,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1833,TSRSampleMemory,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1842,TSRProcessMergedPrefix,"const int count,const long processing_msc"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1868,TSRDispatcher,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1893,TSRFlushPendingTicks,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1912,TSRSummaryRow,"const string record_type,const string key,const long events,const long raw,const long ticks, const long valid,const long invalid,const double expectancy,const string value"
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1926,TSRFrontierAffectedSymbols,const bool incomplete_only
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,1939,TSRWriteSummary,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,2056,TSRFlushIncompleteEvents,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,2081,TSRReleaseSymbols,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,2092,OnInit,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,2128,OnDeinit,const int reason
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,2139,OnTick,
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,2144,OnTimer,
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,14,Record,"const int id,const string name,const bool passed,const string detail"
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,20,Almost,"const double left,const double right,const double tolerance=1e-9"
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,25,ReplayFirstEntry,"const TSResearchSignalClock &signal, const ENUM_TS_RESEARCH_EXECUTION_MODE mode, const int delay_ms, const int submit_latency_ms, const long &quote_times[], long &eligible_msc"
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,44,StatePath,const int direction
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,61,RunTests,
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,175,OnInit,
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,189,OnDeinit,const int reason
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,194,OnTick,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,93,DirectionName,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,95,PlanName,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,102,CycleName,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,107,WriteRow,"const string record_type,const string direction,const string phase,const string result,const string detail"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,112,Assess,"const string name,const string result,const string detail"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,121,ResetFillTracker,"HarnessFillTracker &tracker,const double requested_volume"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,130,AddFill,"HarnessFillTracker &tracker,const double volume,const double price"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,138,RemainingVolume,const HarnessFillTracker &tracker
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,143,FillResolved,"const HarnessFillTracker &tracker,const double tolerance"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,148,AverageFill,const HarnessFillTracker &tracker
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,153,FillingMode,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,161,HarnessVolume,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,171,RoundDown,const double price
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,178,RoundUp,const double price
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,185,ResetCycle,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,221,BuildProtection,"const MqlTick &tick,double &sl,double &tp"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,242,SendEntry,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,283,SendTimeOrCleanupClose,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,336,EntryResidualClosed,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,355,RecoverManagedPosition,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,369,ObserveSimulatedRestartSnapshot,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,389,AdvanceCycle,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,401,CompleteCycle,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,434,RunFillTrackerUnitTest,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,448,Almost,"const double left,const double right,const double tolerance"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,453,OnInit,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,475,OnTick,
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,533,OnTradeTransaction,"const MqlTradeTransaction &trans,const MqlTradeRequest &request,const MqlTradeResult &result"
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,603,OnDeinit,const int reason
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,618,OnTester,
mql/Include/TickShock/TickShockBaseline.mqh,32,TSBaselineRequiredCapacity,"const int detector_window_ms,const int baseline_minutes,const int exclude_ms"
mql/Include/TickShock/TickShockBaseline.mqh,39,TSBaselineLogicalCapacity,"const int detector_window_ms,const int baseline_minutes,const int exclude_ms,const int physical_cap"
mql/Include/TickShock/TickShockBaseline.mqh,44,TSLinearPercentile,"double &values[],const int count,const double percentile,TickShockPercentileResult &result"
mql/Include/TickShock/TickShockBaseline.mqh,61,TSHistogramPercentile,"const int &hist[],const int offset,const int max_bin,const int count,const double percentile"
mql/Include/TickShock/TickShockBaseline.mqh,77,TSComputeRobustStatistics,"const double move,const double median_move,const double mad_move,const double noise_floor,TickShockRobustStatistics &result"
mql/Include/TickShock/TickShockBaseline.mqh,90,TSEvaluateBaselineReadiness,"const int valid_samples,const int minimum_samples,TickShockBaselineReadiness &result"
mql/Include/TickShock/TickShockClusterer.mqh,6,TSResetResearchClusterClock,TSResearchClusterClock &clock
mql/Include/TickShock/TickShockClusterer.mqh,11,TSAssignResearchMarketCluster,"TSResearchClusterClock &clock,const long event_msc,const int cluster_window_ms,bool &overlap"
mql/Include/TickShock/TickShockClusterer.mqh,26,TSAssignMarketCluster,"TSResearchClusterClock &clock,const long event_msc,const int cluster_window_ms,TickShockClusterAssignment &assignment"
mql/Include/TickShock/TickShockClusterer.mqh,31,TSResearchFinalQuoteInSameMscGroup,"const long current_msc,const int current_symbol_index,const bool has_next,const long next_msc,const int next_symbol_index"
mql/Include/TickShock/TickShockClusterer.mqh,37,TSChronologicalKeyLess,"const long left_time_msc,const int left_symbol_index,const int left_sequence, const long right_time_msc,const int right_symbol_index,const int right_sequence"
mql/Include/TickShock/TickShockConfig.mqh,52,TSResetConfig,TickShockConfig &config
mql/Include/TickShock/TickShockConfig.mqh,83,TSConfigValid,const TickShockConfig &config
mql/Include/TickShock/TickShockConfig.mqh,108,TSSymbolSpecValid,const TickShockSymbolSpec &spec
mql/Include/TickShock/TickShockCsvSerializer.mqh,6,TSCommissionEvidenceStatusName,const ENUM_TS_COMMISSION_EVIDENCE_STATUS status
mql/Include/TickShock/TickShockCsvSerializer.mqh,14,TSCsvOpenStatusName,const ENUM_TS_CSV_OPEN_STATUS status
mql/Include/TickShock/TickShockCsvSerializer.mqh,25,TSOrderEntryStateName,const ENUM_TS_ORDER_ENTRY_STATE state
mql/Include/TickShock/TickShockCsvSerializer.mqh,32,TSScenarioStatusName,const ENUM_TS_SCENARIO_STATUS status
mql/Include/TickShock/TickShockCsvSerializer.mqh,56,TSScenarioStatusFromExitReason,const string reason
mql/Include/TickShock/TickShockCsvSerializer.mqh,64,TSScenarioStatusIsInvalid,const ENUM_TS_SCENARIO_STATUS status
mql/Include/TickShock/TickShockCsvSerializer.mqh,77,TSDetectorRejectName,const ENUM_TS_DETECTOR_REJECT reject
mql/Include/TickShock/TickShockCsvSerializer.mqh,88,TSBoolName,const bool value
mql/Include/TickShock/TickShockCsvSerializer.mqh,93,TSDirectionName,const int direction
mql/Include/TickShock/TickShockCsvSerializer.mqh,96,TSCsvAppendEscaped,"string &line,string value"
mql/Include/TickShock/TickShockDetector.mqh,6,TSFixedLogMidReturn,"const double newer_mid,const double older_mid,double &result"
mql/Include/TickShock/TickShockDetector.mqh,19,TSFixedMidMove,"const double newer_mid,const double older_mid,double &signed_move,double &absolute_move"
mql/Include/TickShock/TickShockDetector.mqh,35,TSExactAnchorTime,"const long required_msc,const long available_msc"
mql/Include/TickShock/TickShockDetector.mqh,40,TSDetectorBoundary,"const long boundary_msc,const int detector_window_ms"
mql/Include/TickShock/TickShockDetector.mqh,45,TSRobustScaleWithNoiseFloor,"const double mad_absolute_move,const double noise_floor_move,bool &floored"
mql/Include/TickShock/TickShockDetector.mqh,53,TSEvaluateDetectorGates,"const double move, const double percentile_threshold, const double robust_z, const double efficiency, const double move_spread_ratio, const double tick_intensity_ratio, const double spread_ratio, const TickShockConfig &config, TickShockDetectorResult &result"
mql/Include/TickShock/TickShockDetector.mqh,82,TSShockConditionsPass,"const double move, const double percentile_threshold, const double robust_z, const double efficiency, const double move_spread_ratio, const double tick_intensity_ratio, const double spread_ratio, const double min_robust_z, const double min_efficiency, const double min_move_spread_ratio, const double min_tick_intensity_ratio, const double max_spread_ratio, string &reason"
mql/Include/TickShock/TickShockDetector.mqh,106,TSResearchExactLogReturn,"const long event_msc, const double event_mid, const int window_ms, const long anchor_msc, const double anchor_mid, double &result"
mql/Include/TickShock/TickShockEngine.mqh,11,TSBuildQuote,"const string symbol, const int symbol_index, const int sequence, const long time_msc, const long processing_msc, const double bid, const double ask, const bool real_tick, TickShockQuote &quote"
mql/Include/TickShock/TickShockEngine.mqh,34,TSEngineStartBurst,"TickShockMachine &machine, const int direction, const long detection_msc, const double start_mid, const double current_mid"
mql/Include/TickShock/TickShockEngine.mqh,43,TSEngineAdvanceState,"TickShockMachine &machine, const TickShockQuote &quote, const TickShockConfig &config, TickShockStateResult &result"
mql/Include/TickShock/TickShockEngine.mqh,60,TSEngineEvaluateDetector,"const double move, const double percentile_threshold, const double robust_z, const double efficiency, const double move_spread_ratio, const double tick_intensity_ratio, const double spread_ratio, const TickShockConfig &config, TickShockDetectorResult &result"
mql/Include/TickShock/TickShockEngine.mqh,75,TSEngineLinearPercentile,"double &values[],const int count,const double percentile,TickShockPercentileResult &result"
mql/Include/TickShock/TickShockEngine.mqh,80,TSEngineHistogramPercentile,"const int &hist[],const int offset,const int max_bin,const int count,const double percentile"
mql/Include/TickShock/TickShockEngine.mqh,85,TSEngineRobustStatistics,"const double move,const double median_move,const double mad_move,const double noise_floor,TickShockRobustStatistics &result"
mql/Include/TickShock/TickShockEngine.mqh,90,TSEngineDirectionalEfficiency,"const double &mids[],const int count,TickShockEfficiencyResult &result"
mql/Include/TickShock/TickShockEngine.mqh,95,TSEngineBaselineReadiness,"const int valid_samples,const int minimum_samples,TickShockBaselineReadiness &result"
mql/Include/TickShock/TickShockEngine.mqh,100,TSEngineCommissionFromKnownLoss,"const bool calculation_success,const double one_lot_profit_or_loss,const double commission_amount,const double gross_r,TickShockCommissionResult &result"
mql/Include/TickShock/TickShockEngine.mqh,105,TSEngineCommissionWithProvenance,"const bool calculation_success,const double one_lot_profit_or_loss,const double commission_amount,const double gross_r,const string symbol,const string source,TickShockCommissionResult &result"
mql/Include/TickShock/TickShockEngine.mqh,108,TSEngineRegisterResearchEvent,"TickShockEventEngineContext &context, TickShockSymbolClusterClock &symbol_clock, const TickShockEventKey &key, const int cluster_window_ms, TickShockEventRegistration &registration"
mql/Include/TickShock/TickShockEngine.mqh,117,TSEngineBuildScenarioEntry,"const TickShockExecutionRequest &request,TickShockExecutionResult &result"
mql/Include/TickShock/TickShockEventEngine.mqh,48,TSResetSymbolClusterClock,TickShockSymbolClusterClock &clock
mql/Include/TickShock/TickShockEventEngine.mqh,53,TSResetEventEngine,"TickShockEventEngineContext &context,const int slot_capacity"
mql/Include/TickShock/TickShockEventEngine.mqh,70,TSEventKeyEqual,"const TickShockEventKey &left,const TickShockEventKey &right"
mql/Include/TickShock/TickShockEventEngine.mqh,77,TSReleaseEventSlot,"TickShockEventEngineContext &context,const int slot"
mql/Include/TickShock/TickShockEventEngine.mqh,84,TSRegisterResearchEvent,"TickShockEventEngineContext &context, TickShockSymbolClusterClock &symbol_clock, const TickShockEventKey &key, const int cluster_window_ms, TickShockEventRegistration &registration"
mql/Include/TickShock/TickShockEventEngine.mqh,130,TSRecordEventRow,TickShockEventEngineContext &context
mql/Include/TickShock/TickShockExecutionModel.mqh,7,TSResetResearchSignalClock,TSResearchSignalClock &clock
mql/Include/TickShock/TickShockExecutionModel.mqh,15,TSResetResearchEntryClock,TSResearchEntryClock &clock
mql/Include/TickShock/TickShockExecutionModel.mqh,22,TSRegisterResearchSignal,"TSResearchSignalClock &clock, const int direction, const long signal_event_msc, const long signal_processing_msc"
mql/Include/TickShock/TickShockExecutionModel.mqh,35,TSResearchEntryEligibleMsc,"const ENUM_TS_RESEARCH_EXECUTION_MODE mode, const long signal_event_msc, const long signal_processing_msc, const int requested_delay_ms, const int submit_latency_ms"
mql/Include/TickShock/TickShockExecutionModel.mqh,47,TSResearchTryEntryClock,"const TSResearchSignalClock &signal, const ENUM_TS_RESEARCH_EXECUTION_MODE mode, const int requested_delay_ms, const int submit_latency_ms, const long real_quote_msc, TSResearchEntryClock &entry"
mql/Include/TickShock/TickShockExecutionModel.mqh,64,TSResearchEntryInvariant,"const TSResearchSignalClock &signal, const ENUM_TS_RESEARCH_EXECUTION_MODE mode, const int requested_delay_ms, const int submit_latency_ms, const TSResearchEntryClock &entry"
mql/Include/TickShock/TickShockExecutionModel.mqh,78,TSRoundResearchTargetOutward,"const int direction,const double raw_target,const double tick_size,const int digits"
mql/Include/TickShock/TickShockExecutionModel.mqh,87,TSRoundEntryAdverse,"const int direction,const double raw_entry,const double tick_size,const int digits"
mql/Include/TickShock/TickShockExecutionModel.mqh,96,TSRoundStopOutward,"const int direction,const double raw_stop,const double tick_size,const int digits"
mql/Include/TickShock/TickShockExecutionModel.mqh,105,TSBuildResearchTarget,"const int direction, const double entry, const double risk_distance, const double requested_rr, const double tick_size, const int digits, double &target, double &realized_rr"
mql/Include/TickShock/TickShockExecutionModel.mqh,125,TSProtectiveOrderDistanceFeasible,"const int direction, const double current_bid, const double current_ask, const double sl, const double tp, const double stops_distance, string &reason"
mql/Include/TickShock/TickShockExecutionModel.mqh,147,TSProtectiveFreezeDistanceClear,"const int direction, const double current_bid, const double current_ask, const double sl, const double tp, const double freeze_distance"
mql/Include/TickShock/TickShockExecutionModel.mqh,159,TSRiskConditionsPass,"const double spread,const double risk_distance,const double burst_range,string &reason"
mql/Include/TickShock/TickShockExecutionModel.mqh,168,TSBarrierBrokerFeasibility,"const double risk_distance,const double target_distance,const double broker_min_distance,string &reason"
mql/Include/TickShock/TickShockExecutionModel.mqh,179,TSResearchPolicyMask,"const double stressed_spread,const double risk_distance,const double known_range"
mql/Include/TickShock/TickShockExecutionModel.mqh,187,TSSelectHighestScore,"const double &scores[],const int count"
mql/Include/TickShock/TickShockExecutionModel.mqh,195,TSHardTimeExpired,"const long entry_msc,const long now_msc,const int max_hold_seconds"
mql/Include/TickShock/TickShockExecutionModel.mqh,200,TSExecutionDueMsc,"const long signal_msc,const int requested_delay_ms"
mql/Include/TickShock/TickShockExecutionModel.mqh,205,TSResolveShadowExit,"const int direction, const double entry, const double sl, const double tp, const double exit_price, const long entry_msc, const long now_msc, const int max_hold_seconds, double &result_r, string &reason"
mql/Include/TickShock/TickShockExecutionModel.mqh,231,TSResolveShadowExitWithGap,"const int direction, const double entry, const double sl, const double tp, const double tradable_exit_price, const double adverse_exit_slippage, const long entry_msc, const long now_msc, const int max_hold_seconds, double &fill_price, double &gross_r, double &stop_gap, string &reason"
mql/Include/TickShock/TickShockGrid.mqh,13,TSGridReset,TickShockGridRuntime &state
mql/Include/TickShock/TickShockGrid.mqh,18,TSGridObserveQuote,"TickShockGridRuntime &state,const long time_msc,const double bid,const double ask,const int grid_ms"
