entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id
2025.02.05 11:00:00,2025.02.05 17:00:00,session_reversal_pullback_one_symbol_first60,USDJPY,SHORT,2025.02.05 10:45:00,10,7,16,london,2025.02.05 07:00,45,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,153.06600000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,153.06600000,153.00300000,153.00000000,round_number,0.1054,opening_range_low|neckline_level,153.06600000,false,true,true,false,1.50,152.40400000,153.04500000,152.81200000,153.47200000,152.40400000,0.42700000,0.5457,13.72,0.00,0.00,13.72,0.090,1.501,24,0.16300000,18.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,22
2025.02.05 20:00:00,2025.02.05 21:10:22,session_reversal_pullback_one_symbol_first60,USDJPY,SHORT,2025.02.05 19:45:00,19,16,1,new_york,2025.02.05 16:00,45,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,152.32200000,PERIOD_M5,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,152.29450000,152.28000000,152.28000000,wick_cluster_zone,0.0196,session_low|opening_range_low|neckline_level,152.28000000,false,true,true,false,1.50,152.05300000,152.28300000,152.44000000,152.43600000,152.05300000,0.15300000,-1.0261,-25.75,0.00,0.00,-25.75,0.250,1.503,4,0.18507143,20.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,24
2025.02.06 19:15:00,2025.02.06 21:07:44,session_reversal_pullback_one_symbol_first60,EURJPY,SHORT,2025.02.06 19:00:00,19,16,1,new_york,2025.02.06 16:00,0,first_60min,true,true,3,EURJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,157.69700000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,157.63500000,157.57000000,157.53100000,wick_cluster_zone,0.2796,session_low|opening_range_low|neckline_level,157.57000000,false,true,true,false,1.50,157.16100000,157.61600000,157.16100000,157.92000000,157.16100000,0.30400000,1.4967,35.82,0.00,0.00,35.82,0.120,1.497,7,0.17578571,30.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,26
2025.02.12 17:00:00,2025.02.12 19:09:51,session_reversal_pullback_one_symbol_first60,EURJPY,LONG,2025.02.12 16:45:00,16,13,22,london_newyork_overlap,2025.02.12 13:00,45,first_60min,true,true,3,EURJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,159.68500000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,160.00000000,159.83200000,160.00000000,round_number,0.2467,session_high|opening_range_high|neckline_level,159.83200000,false,true,true,false,1.50,160.75200000,159.85200000,160.75200000,159.25200000,160.75200000,0.60000000,1.5000,35.43,0.00,0.00,35.43,0.060,1.500,8,0.20007143,30.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,28
2025.02.13 19:30:00,2025.02.13 19:59:25,session_reversal_pullback_one_symbol_first60,GBPUSD,LONG,2025.02.13 19:15:00,19,16,1,new_york,2025.02.13 16:00,15,first_60min,true,true,3,GBPUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.25336000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,1.25394000,1.25388000,1.25394000,current_day_high,0.0113,session_high|opening_range_high|neckline_level,1.25388000,false,true,true,false,1.50,1.25658000,1.25392000,1.25215000,1.25215000,1.25658000,0.00177000,-1.0000,-24.78,0.00,0.00,-24.78,0.140,1.503,1,0.00129500,20.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,30
2025.02.21 20:00:00,2025.02.24 00:02:04,session_reversal_pullback_one_symbol_first60,EURJPY,SHORT,2025.02.21 19:45:00,19,16,1,new_york,2025.02.21 16:00,45,first_60min,true,true,3,EURJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,156.14100000,PERIOD_M5,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,156.14100000,156.09500000,156.09500000,wick_cluster_zone,0.1021,session_low|opening_range_low|neckline_level,156.14100000,false,false,true,false,1.50,155.76700000,156.11900000,156.41200000,156.35400000,155.76700000,0.23500000,-1.2468,-30.75,0.00,-1.07,-31.82,0.160,1.498,16,0.21028571,32.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,32
2025.02.28 03:15:00,2025.02.28 09:09:19,session_reversal_pullback_one_symbol_first60,EURJPY,SHORT,2025.02.28 03:00:00,3,0,9,tokyo,2025.02.28 00:00,0,first_60min,true,true,3,EURJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,155.45000000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,155.40600000,155.32900000,155.32900000,pre_session_low,0.0773,neckline_level,155.45000000,false,true,true,false,1.50,154.52000000,155.37300000,155.94700000,155.94200000,154.52000000,0.56900000,-1.0088,-22.59,0.00,0.00,-22.59,0.060,1.499,23,0.18950000,31.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,34
2025.03.03 16:30:00,2025.03.03 22:30:00,session_reversal_pullback_one_symbol_first60,GBPUSD,LONG,2025.03.03 16:15:00,16,13,22,london_newyork_overlap,2025.03.03 13:00,15,first_60min,true,true,3,GBPUSD,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.26875000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,1.27000000,1.26936000,1.27000000,round_number,0.1883,session_high|opening_range_high|neckline_level,1.26936000,false,true,true,false,1.50,1.27313000,1.26955000,1.26838000,1.26716000,1.27313000,0.00239000,-0.4895,-11.70,0.00,0.00,-11.70,0.100,1.498,24,0.00111071,20.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,36
2025.03.07 11:00:00,2025.03.07 14:12:51,session_reversal_pullback_one_symbol_first60,USDJPY,SHORT,2025.03.07 10:45:00,10,7,16,london,2025.03.07 07:00,45,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,147.37900000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,147.34200000,147.30600000,147.30600000,previous_day_low,0.0470,opening_range_low|neckline_level,147.34200000,false,true,true,false,1.50,146.65600000,147.32700000,147.77400000,147.77400000,146.65600000,0.44700000,-1.0000,-24.20,0.00,0.00,-24.20,0.080,1.501,12,0.17978571,19.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,38
2025.03.07 19:15:00,2025.03.07 20:05:11,session_reversal_pullback_one_symbol_first60,USDJPY,SHORT,2025.03.07 19:00:00,19,16,1,new_york,2025.03.07 16:00,0,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,147.18500000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,147.07400000,147.01900000,147.01900000,pre_session_low,0.0313,neckline_level,147.18500000,false,true,true,false,1.50,145.93900000,147.04200000,147.78400000,147.77700000,145.93900000,0.73500000,-1.0095,-25.10,0.00,0.00,-25.10,0.050,1.501,3,0.31221429,20.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,40
2025.03.11 04:00:00,2025.03.11 05:11:14,session_reversal_pullback_one_symbol_first60,GBPJPY,SHORT,2025.03.11 03:45:00,3,0,9,tokyo,2025.03.11 00:00,45,first_60min,true,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,189.16800000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,189.16800000,189.03000000,189.03000000,wick_cluster_zone,0.0787,neckline_level,189.16800000,false,true,true,false,1.50,188.18200000,189.07700000,189.67500000,189.67400000,188.18200000,0.59700000,-1.0017,-24.28,0.00,0.00,-24.28,0.060,1.499,4,0.19978571,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,42
2025.03.11 16:15:00,2025.03.11 22:15:00,session_reversal_pullback_one_symbol_first60,EURUSD,LONG,2025.03.11 16:00:00,16,13,22,london_newyork_overlap,2025.03.11 13:00,0,first_60min,true,true,3,EURUSD,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.09134000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,1.09183000,1.09175000,1.09183000,failed_breakout_level,0.0110,session_high|opening_range_high|neckline_level,1.09190000,false,true,true,false,1.50,1.09587000,1.09180000,1.09284000,1.08908000,1.09587000,0.00272000,0.3824,9.36,0.00,0.00,9.36,0.090,1.496,24,0.00108500,18.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,44
2025.03.13 16:45:00,2025.03.13 22:45:00,session_reversal_pullback_one_symbol_first60,EURUSD,SHORT,2025.03.13 16:30:00,16,13,22,london_newyork_overlap,2025.03.13 13:00,30,first_60min,true,true,3,EURUSD,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,1.08438000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,1.08438000,1.08395000,1.08395000,recent_equal_highs,0.0608,neckline_level,1.08438000,false,true,true,false,1.50,1.07803000,1.08420000,1.08534000,1.08831000,1.07803000,0.00411000,-0.2774,-6.84,0.00,0.00,-6.84,0.060,1.501,24,0.00137143,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,46
2025.03.20 16:15:00,2025.03.20 17:00:45,session_reversal_pullback_one_symbol_first60,EURJPY,SHORT,2025.03.20 16:00:00,16,13,22,london_newyork_overlap,2025.03.20 13:00,0,first_60min,true,true,3,EURJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,160.99500000,PERIOD_M5,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,160.99500000,160.88083333,160.88083333,recent_equal_lows,0.4140,neckline_level,160.99500000,false,true,true,false,1.50,160.60500000,160.98600000,161.24000000,161.24000000,160.60500000,0.25400000,-1.0000,-24.06,0.00,0.00,-24.06,0.140,1.500,3,0.21721429,31.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,48
2025.03.24 17:00:00,2025.03.24 23:00:00,session_reversal_pullback_one_symbol_first60,USDJPY,LONG,2025.03.24 16:45:00,16,13,22,london_newyork_overlap,2025.03.24 13:00,45,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,149.86200000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,150.50000000,150.24900000,150.50000000,round_number,0.7267,session_high|opening_range_high|neckline_level,150.24900000,false,false,true,false,1.50,150.76600000,150.25000000,150.63700000,149.90600000,150.76600000,0.34400000,1.1250,25.69,0.00,0.00,25.69,0.100,1.500,24,0.11471429,18.00,4.700,other,false,not_invalidated,DEAL_REASON_EXPERT,50
2025.03.25 03:15:00,2025.03.25 04:47:02,session_reversal_pullback_one_symbol_first60,USDJPY,LONG,2025.03.25 03:00:00,3,0,9,tokyo,2025.03.25 00:00,0,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,150.75700000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,150.90000000,150.85600000,150.90000000,current_day_high,0.0558,session_high|opening_range_high|neckline_level,150.90000000,false,false,true,false,1.50,151.26300000,150.88600000,150.63500000,150.63500000,151.26300000,0.25100000,-1.0000,-23.33,0.00,0.00,-23.33,0.140,1.502,6,0.08371429,16.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,52
2025.04.03 16:15:00,2025.04.03 16:56:25,session_reversal_pullback_one_symbol_first60,GBPUSD,LONG,2025.04.03 16:00:00,16,13,22,london_newyork_overlap,2025.04.03 13:00,0,first_60min,true,true,3,GBPUSD,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.31689000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,1.31868000,1.31788000,1.31868000,pre_session_high,0.2035,session_high|opening_range_high|neckline_level,1.31788000,false,true,true,false,1.50,1.32308000,1.31799000,1.31459000,1.31460000,1.32308000,0.00339000,-1.0029,-23.80,0.00,0.00,-23.80,0.070,1.501,2,0.00201929,20.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,54
2025.04.07 16:15:00,2025.04.07 17:56:41,session_reversal_pullback_one_symbol_first60,GBPUSD,SHORT,2025.04.07 16:00:00,16,13,22,london_newyork_overlap,2025.04.07 13:00,0,first_60min,true,true,3,GBPUSD,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,1.28325000,PERIOD_M15,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,1.28325000,1.28125000,1.28125000,session_low,0.1501,neckline_level,1.28325000,false,true,true,false,1.50,1.27595000,1.28184000,1.27595000,1.28577000,1.27595000,0.00393000,1.4987,35.34,0.00,0.00,35.34,0.060,1.499,6,0.00199286,20.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,56
2025.04.07 19:30:00,2025.04.07 20:00:09,session_reversal_pullback_one_symbol_first60,GBPUSD,SHORT,2025.04.07 19:15:00,19,16,1,new_york,2025.04.07 16:00,15,first_60min,true,true,3,GBPUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,1.27292000,PERIOD_M5,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,1.27242000,1.27122000,1.27122000,current_day_low,0.5677,neckline_level,1.27292000,false,true,true,false,1.50,1.26943000,1.27231000,1.27428000,1.27423000,1.26943000,0.00192000,-1.0260,-23.64,0.00,0.00,-23.64,0.120,1.500,2,0.00265214,20.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,58
2025.04.09 19:45:00,2025.04.09 20:19:57,session_reversal_pullback_one_symbol_first60,GBPJPY,SHORT,2025.04.09 19:30:00,19,16,1,new_york,2025.04.09 16:00,30,first_60min,true,true,3,GBPJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,185.19100000,PERIOD_M5,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,185.15200000,185.03500000,185.03500000,wick_cluster_zone,0.0806,session_low|opening_range_low|neckline_level,185.02900000,false,true,true,false,1.50,184.38400000,185.07200000,185.53900000,185.53100000,184.38400000,0.45900000,-1.0174,-24.80,0.00,0.00,-24.80,0.080,1.499,2,0.40892857,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,60
