episode_id,symbol,direction,signal_msc,processing_msc,request_msc,quote_msc,entry_msc,exit_msc,requested_volume,filled_volume,closed_volume,entry_price,exit_price,sl,tp,risk_amount,gross_profit,commission,fee,swap,net_profit,gross_r,net_r,hold_seconds,exit_reason,entry_deals,exit_deals,position_identifier
usdjpy_only_ml_202505_20260912_USDJPY_mh_757,USDJPY,-1,1748487421500,1748487422839,1748487422876,1748487422840,1748487422876,1748487618772,0.05,0.05,0.05,145.675,145.931,145.93,145.42,8.74,-8.77,0.0,0.0,0.0,-8.77,-1.0034324942791761,-1.0034324942791761,195.896,SL,1,1,172
usdjpy_only_ml_202505_20260912_USDJPY_mh_761,USDJPY,-1,1748491393750,1748491394093,1748491394410,1748491394093,1748491394410,1748492294465,0.04,0.04,0.04,146.187,145.973,146.539,145.835,9.61,5.86,0.0,0.0,0.0,5.86,0.6097814776274715,0.6097814776274715,900.055,TIME,1,1,174
usdjpy_only_ml_202505_20260912_USDJPY_mh_790,USDJPY,1,1748536770250,1748536770297,1748536770336,1748536770330,1748536770336,1748537670946,0.06,0.06,0.06,144.39399999999998,144.325,144.183,144.605,8.78,-2.87,0.0,0.0,0.0,-2.87,-0.3268792710706151,-0.3268792710706151,900.61,TIME,1,1,176
usdjpy_only_ml_202505_20260912_USDJPY_mh_809,USDJPY,-1,1748580874750,1748580875271,1748580876111,1748580875787,1748580876111,1748581778132,0.06,0.06,0.06,143.795,143.882,144.035,143.555,10.0,-3.63,0.0,0.0,0.0,-3.63,-0.363,-0.363,902.021,TIME,1,1,178
usdjpy_only_ml_202505_20260912_USDJPY_mh_816,USDJPY,-1,1748595675500,1748595676395,1748595676456,1748595676434,1748595676456,1748596222278,0.09,0.09,0.09,143.897,144.051,144.048,143.746,9.43,-9.62,0.0,0.0,0.0,-9.62,-1.0201484623541888,-1.0201484623541888,545.822,SL,1,1,180
usdjpy_only_ml_202505_20260912_USDJPY_mh_817,USDJPY,1,1748597417000,1748597417085,1748597417913,1748597417524,1748597417913,1748598320083,0.07,0.07,0.07,143.89,143.806,143.709,144.071,8.82,-4.09,0.0,0.0,0.0,-4.09,-0.463718820861678,-0.463718820861678,902.17,TIME,1,1,182
usdjpy_only_ml_202505_20260912_USDJPY_mh_825,USDJPY,1,1748618845000,1748618845785,1748618846229,1748618846225,1748618846229,1748619746992,0.06,0.06,0.06,143.554,143.572,143.344,143.764,8.79,0.75,0.0,0.0,0.0,0.75,0.08532423208191127,0.08532423208191127,900.763,TIME,1,1,184
usdjpy_only_ml_202505_20260912_USDJPY_mh_828,USDJPY,-1,1748622852000,1748622852473,1748622852596,1748622852582,1748622852596,1748623752624,0.06,0.06,0.06,143.957,144.07,144.179,143.735,9.24,-4.71,0.0,0.0,0.0,-4.71,-0.5097402597402597,-0.5097402597402597,900.028,TIME,1,1,186
usdjpy_only_ml_202505_20260912_USDJPY_mh_832,USDJPY,1,1748628159500,1748628160176,1748628160469,1748628160422,1748628160469,1748629062189,0.05,0.05,0.05,144.294,144.156,144.033,144.555,9.06,-4.79,0.0,0.0,0.0,-4.79,-0.5286975717439293,-0.5286975717439293,901.72,TIME,1,1,188
usdjpy_only_ml_202505_20260912_USDJPY_mh_836,USDJPY,1,1748634036500,1748634039682,1748634039995,1748634039914,1748634039995,1748634941975,0.08,0.08,0.08,144.004,143.92,143.832,144.176,9.57,-4.67,0.0,0.0,0.0,-4.67,-0.48798328108672934,-0.48798328108672934,901.98,TIME,1,1,190
